"Date.Local","Arithmetic.Mean","X1st.Max.Value","X1st.Max.Hour","County.Name","City.Name"
"2023-05-29","0.158208","0.206","6","Broward","Davie"
"2023-05-30","0.161417","0.203","5","Broward","Davie"
"2023-05-31","0.18675","0.402","7","Broward","Davie"
"2023-06-01","0.222125","0.411","6","Broward","Davie"
"2023-06-02","0.254545","0.406","20","Broward","Davie"
"2023-06-03","0.199167","0.316","0","Broward","Davie"
"2023-06-04","0.134125","0.165","8","Broward","Davie"
"2023-06-05","0.125125","0.153","6","Broward","Davie"
"2023-06-06","0.160958","0.345","6","Broward","Davie"
"2023-06-07","0.184417","0.34","6","Broward","Davie"
"2023-06-08","0.214833","0.34","5","Broward","Davie"
"2023-06-09","0.195833","0.44","21","Broward","Davie"
"2023-06-10","0.176125","0.294","23","Broward","Davie"
"2023-06-11","0.196542","0.423","1","Broward","Davie"
"2023-06-12","0.15825","0.328","6","Broward","Davie"
"2023-06-13","0.208545","0.38","20","Broward","Davie"
"2023-06-14","0.215958","0.466","6","Broward","Davie"
"2023-06-15","0.18825","0.409","7","Broward","Davie"
"2023-06-16","0.139583","0.247","6","Broward","Davie"
"2023-06-17","0.139958","0.202","23","Broward","Davie"
"2023-06-18","0.14175","0.331","1","Broward","Davie"
"2023-06-19","0.134917","0.253","23","Broward","Davie"
"2023-06-20","0.178792","0.349","6","Broward","Davie"
"2023-06-21","0.175875","0.626","7","Broward","Davie"
"2023-06-22","0.161583","0.249","7","Broward","Davie"
"2023-06-23","0.184042","0.329","6","Broward","Davie"
"2023-06-24","0.201208","0.378","6","Broward","Davie"
"2023-06-25","0.193292","0.32","7","Broward","Davie"
"2023-06-26","0.205375","0.433","6","Broward","Davie"
"2023-06-27","0.167826","0.297","1","Broward","Davie"
"2023-06-28","0.155292","0.214","17","Broward","Davie"
"2023-06-29","0.207667","0.454","22","Broward","Davie"
"2023-06-30","0.306708","0.834","6","Broward","Davie"
"2023-01-01","0.315789","0.6","5","Broward","Davie"
"2023-01-02","0.233333","0.4","7","Broward","Davie"
"2023-01-03","0.122222","0.2","20","Broward","Davie"
"2023-01-04","0.1625","0.2","0","Broward","Davie"
"2023-01-05","0.225","0.3","1","Broward","Davie"
"2023-01-06","0.166667","0.2","0","Broward","Davie"
"2023-01-07","0.1625","0.2","0","Broward","Davie"
"2023-01-08","0.220833","0.3","0","Broward","Davie"
"2023-01-09","0.329167","0.5","2","Broward","Davie"
"2023-01-10","0.2375","0.3","0","Broward","Davie"
"2023-01-11","0.2375","0.4","22","Broward","Davie"
"2023-01-12","0.370833","0.5","0","Broward","Davie"
"2023-01-13","0.345833","0.6","1","Broward","Davie"
"2023-01-14","0.133333","0.2","0","Broward","Davie"
"2023-01-15","0.158333","0.3","22","Broward","Davie"
"2023-01-16","0.291667","0.4","1","Broward","Davie"
"2023-01-17","0.445833","0.7","4","Broward","Davie"
"2023-01-18","0.445833","0.7","2","Broward","Davie"
"2023-01-19","0.325","0.5","0","Broward","Davie"
"2023-01-20","0.320833","0.4","2","Broward","Davie"
"2023-01-21","0.375","0.6","2","Broward","Davie"
"2023-01-22","0.183333","0.3","0","Broward","Davie"
"2023-01-23","0.216667","0.3","1","Broward","Davie"
"2023-01-24","0.154167","0.2","0","Broward","Davie"
"2023-01-25","0.15","0.2","0","Broward","Davie"
"2023-01-26","0.2","0.2","0","Broward","Davie"
"2023-01-27","0.2","0.2","0","Broward","Davie"
"2023-01-28","0.145833","0.2","0","Broward","Davie"
"2023-01-29","0.1","0.1","0","Broward","Davie"
"2023-01-30","0.127273","0.2","8","Broward","Davie"
"2023-01-31","0.208333","0.3","0","Broward","Davie"
"2023-02-01","0.225","0.3","9","Broward","Davie"
"2023-02-02","0.2625","0.4","7","Broward","Davie"
"2023-02-03","0.166667","0.2","0","Broward","Davie"
"2023-02-04","0.108333","0.2","0","Broward","Davie"
"2023-02-05","0.116667","0.2","20","Broward","Davie"
"2023-02-06","0.179167","0.2","0","Broward","Davie"
"2023-02-07","0.15","0.2","0","Broward","Davie"
"2023-02-08","0.1","0.1","0","Broward","Davie"
"2023-02-09","0.1","0.1","0","Broward","Davie"
"2023-02-10","0.116667","0.2","20","Broward","Davie"
"2023-02-11","0.216667","0.3","2","Broward","Davie"
"2023-02-12","0.104167","0.2","0","Broward","Davie"
"2023-02-13","0.1375","0.2","13","Broward","Davie"
"2023-02-14","0.2","0.3","0","Broward","Davie"
"2023-02-15","0.1375","0.2","0","Broward","Davie"
"2023-02-16","0.1375","0.2","0","Broward","Davie"
"2023-02-17","0.225","0.4","22","Broward","Davie"
"2023-02-18","0.266667","0.5","0","Broward","Davie"
"2023-02-19","0.1625","0.2","0","Broward","Davie"
"2023-02-20","0.2","0.2","0","Broward","Davie"
"2023-02-21","0.170833","0.2","0","Broward","Davie"
"2023-02-22","0.225","0.3","3","Broward","Davie"
"2023-02-23","0.191667","0.3","1","Broward","Davie"
"2023-02-24","0.2125","0.3","6","Broward","Davie"
"2023-02-25","0.233333","0.4","7","Broward","Davie"
"2023-02-26","0.2125","0.3","2","Broward","Davie"
"2023-02-27","0.170833","0.2","0","Broward","Davie"
"2023-02-28","0.166667","0.2","0","Broward","Davie"
"2023-03-01","0.206667","0.3","23","Broward","Davie"
"2023-03-02","0.225","0.3","0","Broward","Davie"
"2023-03-03","0.208333","0.3","2","Broward","Davie"
"2023-03-04","0.1625","0.2","0","Broward","Davie"
"2023-03-05","0.15","0.2","1","Broward","Davie"
"2023-03-06","0.216667","0.3","2","Broward","Davie"
"2023-03-07","0.175","0.2","0","Broward","Davie"
"2023-03-08","0.2","0.2","0","Broward","Davie"
"2023-03-09","0.1625","0.2","0","Broward","Davie"
"2023-03-10","0.191667","0.2","2","Broward","Davie"
"2023-03-11","0.141667","0.2","0","Broward","Davie"
"2023-03-12","0.183333","0.3","8","Broward","Davie"
"2023-03-13","0.183333","0.2","1","Broward","Davie"
"2023-03-14","0.166667","0.2","8","Broward","Davie"
"2023-03-15","0.179167","0.2","0","Broward","Davie"
"2023-03-16","0.1625","0.2","0","Broward","Davie"
"2023-03-17","0.120833","0.2","7","Broward","Davie"
"2023-03-18","0.275","0.4","5","Broward","Davie"
"2023-03-19","0.2","0.2","0","Broward","Davie"
"2023-03-20","0.158333","0.2","0","Broward","Davie"
"2023-03-21","0.158333","0.2","6","Broward","Davie"
"2023-03-22","0.1375","0.2","0","Broward","Davie"
"2023-03-23","0.108333","0.2","7","Broward","Davie"
"2023-03-24","0.15","0.2","3","Broward","Davie"
"2023-03-25","0.1","0.1","0","Broward","Davie"
"2023-03-26","0.1","0.1","5","Broward","Davie"
"2023-03-27","0.18","0.2","7","Broward","Davie"
"2023-03-28","0.2","0.2","5","Broward","Davie"
"2023-03-29","0.2","0.2","0","Broward","Davie"
"2023-03-30","0.2","0.2","0","Broward","Davie"
"2023-03-31","0.1","0.1","0","Broward","Davie"
"2023-04-01","0.1","0.1","0","Broward","Davie"
"2023-04-02","0.2","0.2","21","Broward","Davie"
"2023-04-03","0.158333","0.2","0","Broward","Davie"
"2023-04-04","0.1375","0.2","5","Broward","Davie"
"2023-04-05","0.1","0.1","0","Broward","Davie"
"2023-04-06","0.1","0.1","0","Broward","Davie"
"2023-04-07","0.1","0.1","0","Broward","Davie"
"2023-04-08","0.1","0.1","0","Broward","Davie"
"2023-04-09","0.2","0.2","18","Broward","Davie"
"2023-04-10","0.15","0.2","0","Broward","Davie"
"2023-04-11","0.1","0.1","0","Broward","Davie"
"2023-04-12","0.133333","0.2","16","Broward","Davie"
"2023-04-13","0.1875","0.3","23","Broward","Davie"
"2023-04-14","0.35","0.5","5","Broward","Davie"
"2023-04-15","0.264706","0.4","3","Broward","Davie"
"2023-04-16","0.2","0.2","0","Broward","Davie"
"2023-04-17","0.16","0.2","7","Broward","Davie"
"2023-04-18","0.142857","0.2","15","Broward","Davie"
"2023-04-19","0.1","0.1","20","Broward","Davie"
"2023-04-20","0.1","0.1","0","Broward","Davie"
"2023-04-21","0.154167","0.2","5","Broward","Davie"
"2023-04-22","0.229167","0.3","2","Broward","Davie"
"2023-04-23","0.208333","0.3","0","Broward","Davie"
"2023-04-24","0.188889","0.3","5","Broward","Davie"
"2023-04-25","0.15","0.2","10","Broward","Davie"
"2023-04-26","0.229167","0.3","7","Broward","Davie"
"2023-04-27","0.158333","0.2","0","Broward","Davie"
"2023-04-28","0.2","0.2","0","Broward","Davie"
"2023-04-29","0.170833","0.2","0","Broward","Davie"
"2023-04-30","0.1","0.1","0","Broward","Davie"
"2023-05-01","0.125","0.2","18","Broward","Davie"
"2023-05-02","0.1","0.1","0","Broward","Davie"
"2023-05-03","0.2","0.3","6","Broward","Davie"
"2023-05-04","0.2","0.2","0","Broward","Davie"
"2023-05-05","0.266667","0.4","4","Broward","Davie"
"2023-05-06","0.158333","0.2","2","Broward","Davie"
"2023-05-07","0.1","0.1","0","Broward","Davie"
"2023-05-08","0.1","0.1","0","Broward","Davie"
"2023-05-09","0.1375","0.2","6","Broward","Davie"
"2023-05-10","0.179167","0.2","2","Broward","Davie"
"2023-05-11","0.141667","0.2","6","Broward","Davie"
"2023-05-12","0.120833","0.2","19","Broward","Davie"
"2023-05-13","0.125","0.2","0","Broward","Davie"
"2023-05-14","0.170833","0.2","0","Broward","Davie"
"2023-05-15","0.1375","0.2","7","Broward","Davie"
"2023-05-16","0.179167","0.2","2","Broward","Davie"
"2023-05-17","0.133333","0.2","0","Broward","Davie"
"2023-05-18","0.191667","0.2","0","Broward","Davie"
"2023-05-19","0.2","0.3","1","Broward","Davie"
"2023-05-20","0.158333","0.3","6","Broward","Davie"
"2023-05-21","0.141667","0.2","3","Broward","Davie"
"2023-05-22","0.158333","0.2","0","Broward","Davie"
"2023-05-23","0.1625","0.3","7","Broward","Davie"
"2023-05-24","0.145455","0.2","6","Broward","Davie"
"2023-05-25","0.2375","0.3","0","Broward","Davie"
"2023-05-26","0.216667","0.3","0","Broward","Davie"
"2023-05-27","0.1875","0.2","0","Broward","Davie"
"2023-05-28","0.158333","0.2","0","Broward","Davie"
"2023-05-29","0.175","0.2","6","Broward","Davie"
"2023-05-30","0.191667","0.2","0","Broward","Davie"
"2023-05-31","0.2","0.2","0","Broward","Davie"
"2023-06-01","0.229167","0.3","4","Broward","Davie"
"2023-06-02","0.225","0.3","8","Broward","Davie"
"2023-06-03","0.225","0.3","0","Broward","Davie"
"2023-06-04","0.120833","0.2","0","Broward","Davie"
"2023-06-05","0.1","0.1","0","Broward","Davie"
"2023-06-06","0.145833","0.2","4","Broward","Davie"
"2023-06-07","0.175","0.2","5","Broward","Davie"
"2023-06-08","0.216667","0.3","3","Broward","Davie"
"2023-06-09","0.170833","0.3","21","Broward","Davie"
"2023-06-10","0.2","0.3","0","Broward","Davie"
"2023-06-11","0.229167","0.3","1","Broward","Davie"
"2023-06-12","0.1625","0.2","0","Broward","Davie"
"2023-06-13","0.1875","0.3","22","Broward","Davie"
"2023-06-14","0.233333","0.3","0","Broward","Davie"
"2023-06-15","0.1875","0.3","7","Broward","Davie"
"2023-06-16","0.15","0.2","0","Broward","Davie"
"2023-06-17","0.104167","0.2","23","Broward","Davie"
"2023-06-18","0.1375","0.2","0","Broward","Davie"
"2023-06-19","0.104167","0.2","23","Broward","Davie"
"2023-06-20","0.179167","0.3","6","Broward","Davie"
"2023-06-21","0.145833","0.2","7","Broward","Davie"
"2023-06-22","0.183333","0.2","0","Broward","Davie"
"2023-06-23","0.179167","0.3","5","Broward","Davie"
"2023-06-24","0.195833","0.3","4","Broward","Davie"
"2023-06-25","0.179167","0.3","7","Broward","Davie"
"2023-06-26","0.2","0.3","4","Broward","Davie"
"2023-06-27","0.175","0.3","2","Broward","Davie"
"2023-06-28","0.141667","0.2","11","Broward","Davie"
"2023-06-29","0.204167","0.3","22","Broward","Davie"
"2023-06-30","0.320833","0.5","5","Broward","Davie"
"2023-07-01","0.25","0.3","1","Broward","Davie"
"2023-01-01","0.607458","1.013","1","Broward","Fort Lauderdale"
"2023-01-02","0.539208","1.209","3","Broward","Fort Lauderdale"
"2023-01-03","0.45525","0.762","17","Broward","Fort Lauderdale"
"2023-01-04","0.495125","0.764","18","Broward","Fort Lauderdale"
"2023-01-05","0.460333","0.896","18","Broward","Fort Lauderdale"
"2023-01-06","0.281905","0.604","18","Broward","Fort Lauderdale"
"2023-01-07","0.367667","0.701","19","Broward","Fort Lauderdale"
"2023-01-08","0.629833","1.733","22","Broward","Fort Lauderdale"
"2023-01-09","0.579958","1.418","3","Broward","Fort Lauderdale"
"2023-01-10","0.341458","0.795","1","Broward","Fort Lauderdale"
"2023-01-11","0.508667","1.23","21","Broward","Fort Lauderdale"
"2023-01-12","0.595333","0.898","23","Broward","Fort Lauderdale"
"2023-01-13","0.3305","0.751","1","Broward","Fort Lauderdale"
"2023-01-14","0.157458","0.23","18","Broward","Fort Lauderdale"
"2023-01-15","0.238708","0.608","23","Broward","Fort Lauderdale"
"2023-01-16","0.987583","3.22","21","Broward","Fort Lauderdale"
"2023-01-17","1.013833","2.524","0","Broward","Fort Lauderdale"
"2023-01-18","0.884818","1.653","1","Broward","Fort Lauderdale"
"2023-01-19","0.50975","1.045","7","Broward","Fort Lauderdale"
"2023-01-20","0.585208","1.022","20","Broward","Fort Lauderdale"
"2023-01-21","0.739125","1.37","7","Broward","Fort Lauderdale"
"2023-01-22","0.343375","0.51","22","Broward","Fort Lauderdale"
"2023-01-23","0.281917","0.485","19","Broward","Fort Lauderdale"
"2023-01-24","0.292333","0.498","6","Broward","Fort Lauderdale"
"2023-01-25","0.372458","0.532","19","Broward","Fort Lauderdale"
"2023-01-26","0.240636","0.415","2","Broward","Fort Lauderdale"
"2023-01-27","0.265833","0.514","15","Broward","Fort Lauderdale"
"2023-01-28","0.38375","0.52","14","Broward","Fort Lauderdale"
"2023-01-29","0.35975","0.464","18","Broward","Fort Lauderdale"
"2023-01-30","0.500833","0.756","8","Broward","Fort Lauderdale"
"2023-01-31","0.498625","0.939","7","Broward","Fort Lauderdale"
"2023-02-01","0.507773","0.737","22","Broward","Fort Lauderdale"
"2023-02-02","0.59975","1.127","1","Broward","Fort Lauderdale"
"2023-02-03","0.30825","0.651","2","Broward","Fort Lauderdale"
"2023-02-04","0.268833","0.349","14","Broward","Fort Lauderdale"
"2023-02-05","0.270708","0.585","19","Broward","Fort Lauderdale"
"2023-02-06","0.358083","0.516","18","Broward","Fort Lauderdale"
"2023-02-07","0.396333","0.564","18","Broward","Fort Lauderdale"
"2023-02-08","0.402667","0.688","7","Broward","Fort Lauderdale"
"2023-02-09","0.417958","0.626","17","Broward","Fort Lauderdale"
"2023-02-10","0.464625","0.809","21","Broward","Fort Lauderdale"
"2023-02-11","0.418125","0.618","0","Broward","Fort Lauderdale"
"2023-02-12","0.142083","0.218","1","Broward","Fort Lauderdale"
"2023-02-13","0.301333","1.022","22","Broward","Fort Lauderdale"
"2023-02-14","0.429375","0.704","0","Broward","Fort Lauderdale"
"2023-02-15","0.406364","0.58","18","Broward","Fort Lauderdale"
"2023-02-16","0.419125","0.672","19","Broward","Fort Lauderdale"
"2023-02-17","0.574682","1.032","21","Broward","Fort Lauderdale"
"2023-02-18","0.409","0.719","0","Broward","Fort Lauderdale"
"2023-02-19","0.473042","0.928","18","Broward","Fort Lauderdale"
"2023-02-20","0.320875","0.652","16","Broward","Fort Lauderdale"
"2023-02-21","0.345208","0.805","19","Broward","Fort Lauderdale"
"2023-02-22","0.639042","1.229","6","Broward","Fort Lauderdale"
"2023-02-23","0.517208","0.734","6","Broward","Fort Lauderdale"
"2023-02-24","0.558542","0.905","19","Broward","Fort Lauderdale"
"2023-02-25","0.69275","1.02","7","Broward","Fort Lauderdale"
"2023-02-26","0.442167","0.814","20","Broward","Fort Lauderdale"
"2023-02-27","0.268667","0.536","7","Broward","Fort Lauderdale"
"2023-02-28","0.216773","0.601","7","Broward","Fort Lauderdale"
"2023-03-01","0.566","1.262","6","Broward","Fort Lauderdale"
"2023-03-02","0.542167","1.04","7","Broward","Fort Lauderdale"
"2023-03-03","0.49675","0.887","6","Broward","Fort Lauderdale"
"2023-03-04","0.281958","0.635","2","Broward","Fort Lauderdale"
"2023-03-05","0.516667","1.05","1","Broward","Fort Lauderdale"
"2023-03-06","0.418542","0.827","18","Broward","Fort Lauderdale"
"2023-03-07","0.402042","0.715","17","Broward","Fort Lauderdale"
"2023-03-08","0.360727","0.582","19","Broward","Fort Lauderdale"
"2023-03-09","0.436792","0.579","19","Broward","Fort Lauderdale"
"2023-03-10","0.421208","0.715","7","Broward","Fort Lauderdale"
"2023-03-11","0.275333","0.602","20","Broward","Fort Lauderdale"
"2023-03-12","0.45725","0.809","2","Broward","Fort Lauderdale"
"2023-03-13","0.206958","0.491","7","Broward","Fort Lauderdale"
"2023-03-14","0.354667","0.587","14","Broward","Fort Lauderdale"
"2023-03-15","0.35725","0.527","17","Broward","Fort Lauderdale"
"2023-03-16","0.378958","0.501","18","Broward","Fort Lauderdale"
"2023-03-17","0.4715","0.775","23","Broward","Fort Lauderdale"
"2023-03-18","0.505542","1.137","7","Broward","Fort Lauderdale"
"2023-03-19","0.363083","0.725","5","Broward","Fort Lauderdale"
"2023-03-20","0.272167","0.487","17","Broward","Fort Lauderdale"
"2023-03-21","0.357417","0.522","14","Broward","Fort Lauderdale"
"2023-03-22","0.413773","0.554","6","Broward","Fort Lauderdale"
"2023-03-23","0.407167","0.556","16","Broward","Fort Lauderdale"
"2023-03-24","0.505708","0.873","6","Broward","Fort Lauderdale"
"2023-03-25","0.515125","0.823","21","Broward","Fort Lauderdale"
"2023-03-26","0.447083","0.584","19","Broward","Fort Lauderdale"
"2023-03-27","0.423792","0.915","7","Broward","Fort Lauderdale"
"2023-03-28","0.389083","0.624","14","Broward","Fort Lauderdale"
"2023-03-29","0.377542","0.647","17","Broward","Fort Lauderdale"
"2023-03-30","0.43175","0.871","6","Broward","Fort Lauderdale"
"2023-03-31","0.39825","0.548","18","Broward","Fort Lauderdale"
"2023-04-01","0.385958","0.57","6","Broward","Fort Lauderdale"
"2023-04-02","0.271375","0.544","19","Broward","Fort Lauderdale"
"2023-04-03","0.444333","0.61","6","Broward","Fort Lauderdale"
"2023-04-04","0.44355","0.977","6","Broward","Fort Lauderdale"
"2023-04-05","0.3675","0.564","5","Broward","Fort Lauderdale"
"2023-04-06","0.368167","0.482","15","Broward","Fort Lauderdale"
"2023-04-07","0.418083","0.541","17","Broward","Fort Lauderdale"
"2023-04-08","0.439042","0.661","22","Broward","Fort Lauderdale"
"2023-04-09","0.230167","0.512","19","Broward","Fort Lauderdale"
"2023-04-10","0.262125","0.484","9","Broward","Fort Lauderdale"
"2023-04-11","0.273875","0.389","6","Broward","Fort Lauderdale"
"2023-04-12","0.269708","0.377","14","Broward","Fort Lauderdale"
"2023-04-13","0.478417","0.678","5","Broward","Fort Lauderdale"
"2023-04-14","0.595875","1.342","7","Broward","Fort Lauderdale"
"2023-04-15","0.580208","0.998","2","Broward","Fort Lauderdale"
"2023-04-16","0.387833","0.544","0","Broward","Fort Lauderdale"
"2023-04-17","0.411364","0.77","5","Broward","Fort Lauderdale"
"2023-04-18","0.32925","0.527","14","Broward","Fort Lauderdale"
"2023-04-19","0.3915","0.546","17","Broward","Fort Lauderdale"
"2023-04-20","0.380833","0.63","6","Broward","Fort Lauderdale"
"2023-04-21","0.488333","0.769","5","Broward","Fort Lauderdale"
"2023-04-22","0.419","0.783","6","Broward","Fort Lauderdale"
